0
3.0 3.0 0 0
4.70127411538436 4.252607903002241 -0.034301845461949886 1.8652519940707195
2.6967304745463503 0.2888343453683935 0.11301283009164197 1.967345691169837
1.2955027326757216 3.738912425931812 -0.29021363725220317 -1.8576147138832844
0.7960384086660832 1.8788506552376267 -1.9264465517965572 -0.419529332392722
2.091737170477921 3.4294454015284366 -0.5369108787234061 1.7139336027963448
2.4328851718922886 4.623935408414704 0.4996278270732862 -1.873966317326022
5.352351009731467 0.47649579792657226 -0.5618598185289188 0.4489468655111124
3.3148363062391075 4.937577223761255 -0.12669213823851908 1.6947512460405099
1.2155760100764617 0.7231647809095856 0.36893756248326237 1.815962891413631
1.5952442225113963 0.5121732986375958 0.8000562095043493 -1.7737489590124695
0.175996
3.000000 3.000000 0.000000 0.000000
4.695237 4.580885 -0.034302 1.865252
2.716620 0.635080 0.113013 1.967346
1.244426 3.411979 -0.290214 -1.857615
0.456991 1.805015 -1.926447 -0.419529
1.997243 3.731091 -0.536911 1.713934
2.520818 4.294124 0.499628 -1.873966
5.253466 0.555509 -0.561860 0.448947
3.292539 5.235847 -0.126692 1.694751
1.280508 1.042768 0.368938 1.815963
1.736051 0.200000 0.800056 1.773749
0.309398
3.000000 3.000000 0.000000 0.000000
4.690661 4.829713 -0.034302 1.865252
2.731696 0.897527 0.113013 1.967346
1.205711 3.164170 -0.290214 -1.857615
0.200000 1.749049 1.926447 -0.419529
1.925618 3.959733 -0.536911 1.713934
2.587469 4.044134 0.499628 -1.873966
5.178513 0.615399 -0.561860 0.448947
3.275638 5.461930 -0.126692 1.694751
1.329724 1.285020 0.368938 1.815963
1.842780 0.436621 0.800056 1.773749
0.425179
3.000000 3.000000 -3.948123 9.207491
4.686690 5.045675 -0.034302 1.865252
2.744781 1.125309 0.113013 1.967346
1.172110 2.949093 -0.290214 -1.857615
0.423047 1.700475 1.926447 -0.419529
1.863454 4.158175 -0.536911 1.713934
2.645317 3.827164 -8.273980 18.587125
5.113460 0.667379 -0.561860 0.448947
3.260969 5.658150 -0.126692 1.694751
1.372441 1.495275 0.368938 1.815963
1.935412 0.641988 0.800056 1.773749
0.508879
2.669545 3.770661 -3.948123 9.207491
4.683819 5.201795 -0.034302 1.865252
2.754240 1.289975 0.113013 1.967346
1.147819 2.793612 -0.290214 -1.857615
0.584289 1.665361 1.926447 -0.419529
1.818515 4.301630 -0.536911 1.713934
1.952790 5.382894 -8.273980 18.587125
5.066433 0.704955 -0.561860 0.448947
3.250365 5.800000 -0.126692 -1.694751
1.403320 1.647270 0.368938 1.815963
2.002376 0.790450 0.800056 1.773749
0.524304
2.608644 3.912689 -33.977298 24.830371
4.683290 5.230567 -0.034302 1.865252
2.755984 1.320321 0.113013 1.967346
1.143343 2.764958 -0.290214 -1.857615
0.614005 1.658890 1.926447 -0.419529
1.810233 4.328068 -67.268411 36.431445
1.825162 5.669605 -8.273980 18.587125
5.057766 0.711880 -0.561860 0.448947
3.248411 5.773858 -0.126692 -1.694751
1.409011 1.675281 0.368938 1.815963
2.014717 0.817810 0.800056 1.773749
0.531319
2.370281 4.086883 -33.977298 24.830371
4.683049 5.243652 -0.034302 1.865252
2.756776 1.334123 0.113013 1.967346
1.141307 2.751926 -0.290214 -1.857615
0.627520 1.655947 1.926447 -0.419529
1.338321 4.583647 -67.268411 36.431445
1.767117 5.800000 -8.273980 -18.587125
5.053824 0.715030 -0.561860 0.448947
3.247522 5.761969 -0.126692 -1.694751
1.411600 1.688021 0.368938 1.815963
2.020330 0.830254 0.800056 1.773749
0.548241
1.795315 4.507064 -33.977298 24.830371
4.682468 5.275216 -0.034302 1.865252
2.758689 1.367415 0.113013 1.967346
1.136396 2.720491 -0.290214 -1.857615
0.660119 1.648847 1.926447 -0.419529
0.200000 5.200143 67.268411 36.431445
1.627104 5.485467 -8.273980 -18.587125
5.044316 0.722627 -0.561860 0.448947
3.245378 5.733290 -0.126692 -1.694751
1.417843 1.718751 0.368938 1.815963
2.033868 0.860269 0.800056 1.773749
0.550224
